logon,PSF0133,PC-4925,Logon,08/17/2010 09:03:00
logon,PSF0133,PC-4925,Logoff,08/17/2010 17:57:00
http,PSF0133,PC-4925,http://sina.com.cn/Atheism/atheos/ercbegvatguebhtuchgobbxxrrcvatuhagvatyvprafr1433628439.htm,08/17/2010 09:13:21
http,PSF0133,PC-4925,http://paypal.com/Changeling_film/straczynski/qbjauvyyfxvvatyvahkebqrbebznapr911154853.php,08/17/2010 09:17:33
http,PSF0133,PC-4925,http://ilivid.com/Nostradamus/nostredame/fnsrglubgry71027782.php,08/17/2010 10:04:40
http,PSF0133,PC-4925,http://yahoo.com/hotjobs/WboUhagvat752138490.php,08/17/2010 10:57:57
http,PSF0133,PC-4925,http://last.fm/Donald_Bradman_with_the_Australian_cricket_team_in_England_in_1948/7257/inpngvbafnyrffhccbeg530102056.asp,08/17/2010 12:04:22
http,PSF0133,PC-4925,http://thepiratebay.org/Cleomenean_War/achaean/oyhrpbyynevagreangvbanygeniry2089162826.asp,08/17/2010 12:29:51
http,PSF0133,PC-4925,http://costco.com/Galaxy/galaxies/zbhagnvaovxruhzbepehgpurfzhfvptraer201170895.html,08/17/2010 12:51:34
http,PSF0133,PC-4925,http://ebay.com/Ayumi_Hamasaki/missunderstood/sybjreobbxpyho1651588827.aspx,08/17/2010 15:04:24
http,PSF0133,PC-4925,http://opendns.com/King_Arthur/arthurian/fpvraprsvpgvbagrknfubyqrzpneqtnzr1213765539.htm,08/17/2010 16:27:10
http,PSF0133,PC-4925,http://bizrate.com/Exelon_Pavilions/ashrae/cebqhpgvivglwncnarfrtneqrapynffvpnyqerffntr161739954.jsp,08/17/2010 16:52:01
http,PSF0133,PC-4925,http://filestube.com/Easy_Jet/merrick/pynffvpnyzhfvpguebhtuchgncnpurfxvobbgf1998312888.html,08/17/2010 17:54:04
email,PSF0133,PC-4925,Piper.Sasha.Fuentes@dtaa.com,Teegan.Jillian.Burris@dtaa.com,23586,0,08/17/2010 10:03:20
email,PSF0133,PC-4925,Piper.Sasha.Fuentes@dtaa.com,Ivy_Shaw@hp.com,18319,0,08/17/2010 11:56:54
email,PSF0133,PC-4925,Piper.Sasha.Fuentes@dtaa.com,Ivy_Shaw@hp.com,17455,0,08/17/2010 13:57:27
email,PSF0133,PC-4925,Piper.Sasha.Fuentes@dtaa.com,Ivy_Shaw@hp.com,17767,0,08/17/2010 16:01:06
